k	a	set	resolving?
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000001220	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000001221	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000001222	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002000	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002001	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002002	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002010	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002011	False
10	3	0000000000,0000000001,0000000002,0000000010,0000000011,0000000012,0000000020,0000000021,0000000022,0000000100,0000002012	False
2	3	00,01,21	True
2	3	01,12,21	True
2	3	02,20,21	True
2	3	02,11,12	True
2	3	11,21,22	True
2	3	10,12,20	True
2	3	02,21,22	True
2	3	12,21,22	True
2	3	00,01,11	True
2	3	00,12,22	True
2	3	00,21,22	True
2	3	01,10,11	True
2	3	01,10,21	True
2	3	00,11,21	True
2	3	11,20,22	True
2	3	02,10,12	True
2	3	01,02,22	True
2	3	00,10,22	True
2	3	02,10,22	True
2	3	10,11,21	True
2	3	11,20,21	True
2	3	00,20,21	True
2	3	01,21,22	True
2	3	01,10,20	True
2	3	10,12,22	True
2	3	02,10,11	True
2	3	00,12,20	True
2	3	11,12,21	True
2	3	00,02,21	True
2	3	00,10,11	True
2	3	01,02,20	True
2	3	10,21,22	True
2	3	00,10,12	True
2	3	01,20,21	True
2	3	00,20,22	True
2	3	00,02,11	True
2	3	00,02,12	True
2	3	12,20,22	True
2	3	00,01,12	True
2	3	00,02,20	True
2	3	02,20,22	True
2	3	00,11,20	True
2	3	01,12,22	True
2	3	11,12,20	True
2	3	01,02,12	True
2	3	00,01,22	True
2	3	10,12,21	True
2	3	10,11,20	True
2	3	10,20,21	True
2	3	00,10,21	True
2	3	00,01,02	False
2	3	00,10,20	False
2	3	00,11,22	False
2	3	00,12,21	False
2	3	01,10,22	False
2	3	01,11,21	False
2	3	01,12,20	False
2	3	02,10,21	False
2	3	02,11,20	False
2	3	02,12,22	False
2	3	10,11,12	False
2	3	20,21,22	False
10	4	3302201313,0112100310,0121300033,3302200313,1330300313,1302300313,0121300313,0121300023,1332330313,0112110313,1332320113,0002303313,0002302313,3302300313,0123300313,1332320213,0112000313,0112100303,3302201312,0112100311	True
10	4	0303201130,2110200232,0003120130,1102200130,2111210130,0003130130,1102300130,2110200120,2123202130,0033200000,2123203130,2111200130,0033200030,0033200330,0303200130,0003000130,1103200130,2110200110,0303201131,2110200233	True
10	4	0010132031,0033130032,2332330011,2332030331,0011130031,2103130031,0010133031,1033130031,2332330001,2332330231,2123220021,2123210031,2333130031,2123220031,2332031031,2123100031,2332030131,2123130031,0010132030,0033130033	True
10	4	3100200112,3110100103,0033102132,3110100202,0033100102,3300003102,3300001102,3100200122,3100320102,3300100102,0031100302,0033102102,0020100102,0031100002,2000100102,3102100102,3100330102,3300010102,3100200110,3110100101	True
10	4	1221301200,0020333203,0022001200,2021301210,0020330200,1111301200,1221302200,2021201220,0022101200,2001301200,2021301230,2021201200,1131301300,1131301000,0020321200,2003301200,1111301100,1221311200,1221301202,0020333201	True
10	4	0303100313,3221220330,2232100333,2233100033,0313100333,3220101303,3221000133,2223110333,2223132333,3221000333,0303100323,2232300333,2223130333,0123100333,3220101333,3221200333,3220103333,2233100233,0303100312,3221220331	True
10	4	0222131130,0012131132,0203131330,0220231100,0203300130,1132131130,0203301130,0203311130,0201133130,0203131310,0220031130,0201132130,0032131130,0201121030,0220231120,0201121230,0203131130,2132131130,0222131131,0012131133	True
10	4	0132102020,0201101023,3032102320,0200002020,2013102000,2012112020,0222102020,0201302020,0201102030,3032120020,0201102020,2012132020,0201102220,2032102020,2013102010,3032102120,0200202020,3032123020,0132102021,0201101022	True
10	4	0123232030,1012332133,0123232300,1003232130,0323132130,1010202130,2023232130,1012232130,1012232120,0123232310,2033232130,1010222130,2021233130,0323032130,0323132230,0323012130,1010220130,2021231130,0123232031,1012332132	True
10	4	2220303330,2220333312,0330023330,1230023230,0030023330,1230023330,0033012330,2201023330,1230123330,0033023030,2220223330,0033023130,2202023330,0033011320,0010023330,0033011330,1230020330,2220333300,2220303331,2220333313	True
10	4	3231210202,2212210301,0322213302,0332210002,2202212302,3230200302,2202110302,2202210312,3230230302,0322211332,2202210322,3231210102,0332210302,2203210302,0322211302,0032310302,0032010302,0032020302,3231210200,2212210303	True
10	4	0031001333,3021201310,2132201333,3021201233,2233201323,2230201333,3011201033,0001201333,0031321333,0031300333,0031302333,3021201333,2233201303,2131231333,3011201133,2131211333,0001203333,2131101333,0031001331,3021201312	True
10	4	0113212302,0112120301,0202210102,0113213302,3301210302,1302210202,1332310302,1332010302,1302200302,0202210022,0112210302,1302210302,3300210332,0112130302,0112131302,0122210302,0202210012,3300210302,0113212303,0112120300	True
10	4	0031200313,0001220302,2021230313,2021212313,2020200333,3213100313,3221300213,2021233313,0001200013,2020200313,3213000313,3121200313,0001200313,3221200313,3212200313,2021211313,0001220323,3221300113,0031200311,0001220300	True
10	4	2021110102,3333310101,0023110112,3223110102,3313110102,3220120202,3220120302,2003100102,2022212102,2022212122,2003130102,3333010102,2022110102,2022213102,2021110002,3333311102,0023110132,3220110102,2021110100,3333310103	True
10	4	1331213223,3000012120,1110032223,1110021223,0030002223,1331312223,3033112323,1120012223,0030012223,3033012223,1331212233,1332012223,3033112223,1331212203,1110020223,3000012023,1110032213,3030012223,1331213222,3000012121	True
10	4	3223321010,3223212011,1221312210,3220032010,3223302010,1221312110,0321312010,3231310310,3220012000,0011312020,3220012010,0002312010,3231313010,3223322010,3220112010,0011312030,0001312010,3231310010,3223321013,3223212012	True
10	4	2333320002,1331103023,1331103002,0002023002,0013013002,2333022002,1331223002,2333021032,2323023002,0013023002,0233023302,1331133002,0003023002,0233023202,1330023002,2333021012,2333022102,2333323002,2333320000,1331103021	True
10	4	1002303322,1002313331,2132333332,2122333332,1210131032,1213330332,1210233332,0112033332,1210133332,1012333332,1002303312,1210131232,0112333332,1210133302,1213332332,1002313132,1011323332,1011333332,1002303323,1002313330	True
10	4	3022121023,0212200012,0233221023,0233221033,0212200223,1002221023,3022123023,0122221023,0212211023,0122021023,0230221023,0212202123,1022221023,0212202323,0230231023,3022321023,0212200003,0121221023,3022121020,0212200011	True
10	4	2003121130,2013121333,2003331330,1223223330,1223021300,1303120330,1232121330,1303122330,0003101330,2003321330,0001121330,1223221330,1303120230,1303122320,2003121030,1223021310,0003111330,1230121330,2003121131,2013121332	True
10	4	3033023301,3033020303,0032223331,0031033301,0032223311,2233023321,0032023301,2320023301,2323323301,0031003001,2303023201,2323123301,2320011301,2320012301,3013023301,0031003301,2303023101,2233023301,3033023300,3033020302	True
10	4	0011231120,3210211122,1011110120,1011211120,1011211320,0011221120,3213201120,3210212020,3213211100,3301211120,3332211120,3331211120,3210212220,1011113120,3221311120,3221011120,3210211130,3213211110,0011231121,3210211123	True
10	4	0220101203,0120101330,0223130013,0223121033,2331102033,1320301033,0220101133,2310101033,0220101233,0120101033,2332101033,0223130023,0223131033,2331103033,1320001033,2331201033,0100101033,2331211033,0220101201,0120101332	True
10	4	1131011031,0023011003,1133112301,1133031001,1113311001,1133110001,1133112001,1323011101,1323011201,1113211001,1131011011,1133101001,2020011001,2022011001,1133021001,2003011001,1113213001,1133101021,1131011032,0023011000	True
10	4	1210020002,1001023000,0112200002,0112120002,1001320032,1213020002,1001320012,1002020002,1213020302,0112230102,1001022002,3112010002,0112230202,1022020002,1001023022,3132020002,3112020002,1022021002,1210020003,1001023001	True
10	4	1320223313,1310023312,1310313333,1232321213,1310022313,0031303313,0031323313,1200323313,1310022113,3030323313,1230323313,1320123313,1232320313,1310333313,1310313303,1200323323,1232321013,0033323313,1320223310,1310023311	True
10	4	3120323010,0030200012,0030200120,3110233010,0030201210,0030200100,3310203010,3110103010,0030201310,3112203010,3120002010,3110213030,1010203010,0001203010,3120303010,0003203010,3120003010,3110213010,3120323013,0030200011	True
10	4	2223202201,2131230103,1001031101,0001232101,2223212101,2210232101,2223202301,2222132101,2131233001,1001232111,2101232101,2210222131,1001232101,2210222121,2131233101,1001032101,2222332101,2211232101,2223202200,2131230102	True
10	4	0021311200,0131311233,1231031200,1231211000,1231000200,0112311200,0131311220,0001311100,0001311300,1233321200,1231211200,1231002200,0110311200,0110311210,1233111200,1233323200,1233311200,3231311200,0021311202,0131311231	True
10	4	3233220130,3223313111,3223330110,0123210110,0321110110,3223310110,3233220100,3223313120,1212211110,0320210110,1203210110,1213210110,3233200210,0321010110,1212212110,3223313010,3233200310,3223210110,3233220132,3223313113	True
10	4	2001310021,0202020020,0123310321,0202113021,0233310221,0233310121,0200310031,1003210021,2003310021,0202012021,0200310021,0202011021,0113310001,0113310011,0202110021,1003330021,1003300021,0123310021,2001310023,0202020022	True
10	4	0213021310,3111031311,1123031310,0033033310,0033030210,0212031310,0003312310,0003131310,0213001110,0212231310,0003331310,0033030010,0003311320,1113031310,1113031300,0213001310,0003311330,3110031310,0213021313,3111031312	True
10	4	0223031010,0223031003,2302031020,0002031320,3302131020,0001331020,0232001020,0012032020,3302130020,3302031020,0220031020,3302111020,0012033120,0012033220,0232001030,0002031020,0232021020,0001231020,0223031011,0223031002	True
10	4	0122113322,1003303320,1013103322,0303102322,1000003322,1000003312,0303101322,1003100222,0122103322,0121103322,1000203322,1003100022,0122103122,3003103322,0133123322,0133133322,1003103332,1003103302,0122113321,1003303323	True
10	4	0013113032,0013132030,1332213132,0013311032,3310313312,3310313302,0013310032,1332013032,3310313232,3302323032,1322313032,0013133032,0013310022,0012313032,3311313032,1332213032,3302303032,0212313032,0013113033,0013132031	True
10	4	3313021031,3310031123,0002031131,3332331131,3331031131,2302031131,3332131131,2302031231,3313021331,3332101131,0102031131,3313011131,2302032131,0122230131,0102031111,0122031131,0122233131,3310031101,3313021032,3310031120	True
10	4	0011112313,0331112311,0301112313,0300311313,2111113313,2111112333,3113122003,2111112323,2121112313,3113112313,3113122213,0300012313,0300310313,2111212313,2111113113,3112102313,3112132313,3113122013,0011112312,0331112310	True
10	4	0000130311,0030300312,0120300311,0111300311,1203300311,0000020311,0000133231,0000010311,0000133111,0000100311,1202301311,0000130321,0110200311,0000133201,1202302011,0110300311,1202302311,2200300311,0000130310,0030300313	True
10	4	1123302203,0013330202,1123330203,0030330203,1123301223,1103320003,0031230203,3033330213,1103130203,0031033203,1103310203,1103320303,0030330103,3032330203,3033330233,1123301203,0031030203,1233330203,1123302201,0013330200	True
10	4	2200330323,2322231321,0002331323,0002021323,2322131313,0002011323,2232331103,2322131333,2313331323,1002331323,2232331223,2311331323,2311301323,2200330023,2232331123,2200333323,2313332323,2202331323,2200330320,2322231322	True
10	4	0122333120,2203113023,0120333130,0332333120,2203231120,0332030120,2203103120,0120333110,0322333120,2201333120,0332333320,1222333120,2203113220,0332033120,2212333120,2203232120,2203231100,0122323120,0122333121,2203113022	True
10	4	0123232000,2231032001,2231032100,2210032300,2230031000,3200030010,0000332020,2230032000,0123132000,0100032000,3200033000,0122032000,2210012000,0000332030,0000022000,2210032200,0000002000,3200030000,0123232002,2231032003	True
10	4	0200333213,2320133211,3311133213,2320233213,2320203213,2320201213,0200033203,0220123213,2322130213,0220113313,2322132113,3313133213,0120133213,3330133223,3330133213,2322132013,0220113213,0200033233,0200333210,2320133212	True
10	4	3030322003,2000322001,0130313303,0130310003,3030321023,2022322003,3030321033,2021322003,2003322003,0330202003,3010322003,0330222003,3010022003,0130313203,0330202013,0130332003,0330122003,2003322103,3030322000,2000322002	True
10	4	0100202323,1330022001,0013210003,1310201003,2312202003,0013212103,1330302003,0100202313,2311202003,1330032003,1310201033,0010102003,0010202003,0120202003,0100202203,0013212003,1310203003,0013202003,0100202322,1330022000	True
10	4	0011111311,3222311312,1013103211,3131111311,1011121311,3220111311,1013130311,1011111311,1013131011,3111011311,3111111311,3222211311,1013102311,3222311331,1013131311,1013103101,3201111311,1013103121,0011111310,3222311313	True
10	4	2131110200,0010311222,2133010200,3030000200,3030030300,2330010200,3032010200,2131010200,3030030100,3020010200,3030000000,0010311210,0010313200,2131122230,0010210200,2131120200,2131122200,0000010200,2131110203,0010311221	True
10	4	0211121211,0000110203,0000120201,0012120101,3132320221,3122120001,2112030201,3122120201,2112000201,0213120201,0012120301,2112120201,3132220201,3132320231,0211123201,0211121201,2112032201,0002120201,0211121210,0000110202	True
10	4	0301022213,3123330212,0301023213,3123331223,3123132113,3123331203,3121032213,3123132313,0021032213,1121032213,0332032213,0301022233,0011032213,0301022013,0021232213,0301012213,0011002213,0330032213,0301022211,3123330210	True
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000103	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000110	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000111	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000112	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000113	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000120	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000121	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000122	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000123	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000130	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000131	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000132	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000133	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000200	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000201	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000202	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000203	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000210	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000211	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000212	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000213	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000220	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000221	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000222	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000223	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000230	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000231	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000232	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000233	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000300	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000301	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000302	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000303	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000310	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000311	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000312	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000313	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000320	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000321	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000322	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000323	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000330	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000331	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000332	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000000333	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000001000	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000001001	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000001002	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000001003	False
10	4	0000000000,0000000001,0000000002,0000000003,0000000010,0000000011,0000000012,0000000013,0000000020,0000000021,0000000022,0000000023,0000000030,0000000031,0000000032,0000000033,0000000100,0000000101,0000000102,0000001010	False
13	3	1220210212211,0110010211210,0110012211111,0012010211211,0000111211011,1221010121211,0000100000211,1221010211211,0000020211211,0110012211121,0000100011211,0000111211201,1220210211211,1220210212212	True
13	3	0011102111101,0011212022000,0002212002021,0011102102201,1102012002001,1102010002001,1100221002001,0011212200001,0011102112001,0002212002001,0112212002001,0011112002011,0011102111001,0011102111102	True
13	3	0012220212101,0012010012102,0121000220101,0121000222101,0122122102121,0122122102101,0122122212101,0122120212101,0122122102201,0121020212111,0000020211101,1012021212101,0121000212001,0012220212100	True
13	3	0100110202102,1022112221121,0002012121122,0100110221222,0100110221122,1021102221122,0100110201122,0012212221122,1022111221122,0012122220122,0012112221012,0100110202122,0012212011122,0100110202100	True
13	3	0121221012102,0012001012101,0121222112102,0011001010102,0011100022102,0000001012102,0012011012202,0012011012102,0011100012022,0121221011112,1221001212102,0121222002102,0011100012002,0121221012100	True
13	3	0000002220110,2012212220101,0121122021110,0121121220110,0121102222010,2012212200110,2012212220110,0121122020210,2012000120110,2012000210110,0010002220120,0121122020110,0120002220110,0000002220112	True
13	3	0102001001011,0001111121002,0011110001011,0010111001021,0011211002011,1001121201011,1001112001011,1001121011011,1001121010011,1001111001011,0011110001111,0010111001011,1001121001211,0102001001010	True
13	3	0102022000120,2201012210122,2201101000120,0012212000120,2201102000220,0002012100120,2201101022120,0102010000120,0002012101120,0010012000020,2201012210110,0002012000120,2201102000100,0102022000121	True
13	3	0000012222011,0010200222212,0002100222111,0010000221211,0002101222211,0002120212211,0010000222201,0000012222211,0101000022211,0002100120211,2020000222211,0010200222221,0000012202211,0000012222010	True
13	3	2120001122120,2120011022222,0111021122120,2120011122010,0110001122100,2120011001120,0010101122120,2120012212120,2120011122120,0110201122120,2120011002120,0002000120120,2120011122020,2120001122121	True
13	3	0100222021100,0101101221201,0101101221210,0101102021000,2120022001000,0101101021000,0012212121000,0012220021000,2120222021000,0101101210020,2120222022000,0000222021000,0101101221000,0100222021102	True
13	3	2110211100001,2111001111202,2110211110111,0101010010101,0101121210101,0002012110101,0011011110101,0101121112101,2111001111221,2111001110101,2111011120101,0002011110101,2110211100101,2110211100000	True
13	3	0011120022001,0120200221102,0011100022001,0010001002001,0120200212001,0120200210001,0120200210201,0002100022011,0002100022001,0010001122001,2110110022001,0002102022001,0120100022021,0011120022000	True
13	3	0110000000022,0110000010011,0110120100012,0110000000012,1011211200012,0002120120002,0110000100012,0110000101012,0112122100012,0012120102112,0112122100212,0110020100012,1011210100012,0110000000020	True
13	3	0110210221200,0012021120211,1122220101200,1121222121000,1122220121120,0002220121200,1122200111200,0012021121200,0012021120200,0012020121200,1122220121200,0012020021200,0110120122200,0110210221202	True
13	3	0000201021221,0000201022000,0000201002111,2021102002011,2021001000011,2020100002011,0110111002011,2020100102011,0000201002011,0012101002011,2020101202011,0000201022011,0000221012011,0000201021222	True
13	3	0002100100122,0011011220221,0011102200122,0011102200022,0010200200122,1011100000122,0011010200122,1011100202122,0010220200122,0101100210102,0011011200122,0002100101112,0002100101122,0002100100120	True
13	3	0002102221220,0002101122021,1000012222000,0121012222020,0002022202020,0002102221020,0002102222120,0002022222010,1000012222020,0000012220020,0002110222020,0010212022020,0002101212020,0002102221222	True
13	3	0111000002022,0012200002021,0002100002022,0111000102022,2212100012022,0000111002222,0012120002012,2212100011022,0000100002022,0012200002122,0111000120002,2212102202022,0111000120022,0111000002020	True
13	3	1112200010120,1112200010221,0002210010220,0112220110220,0111210010220,0112210010200,0010111002220,0112010010020,0010111010220,0002210011220,0002212010220,0112210010220,0112210220210,1112200010122	True
13	3	0011101202012,0000110100011,0011101002012,1101011011022,0121221002012,1101011002012,1101111002012,1101111002212,0012112022112,0000110102012,0012111002012,0000110102002,0011111002012,0011101202010	True
13	3	0000212102112,0000112002100,0101111200102,0010112102102,0012110122102,0012112112202,0012112112102,1120002102102,0012112102002,0012112112122,0000112001102,0000122102102,0000112102102,0000212102111	True
13	3	0001021012122,0100111202121,0012120012122,0100111212122,0100111212112,0010102111122,0010102010122,2100121012222,0012221012022,2100121012122,0010102112122,0100121022122,0010101012102,0001021012120	True
